Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,InpEntryMethod,InpTrendTimeframe,InpEntryTimeframe,InpFastEMA_Period,InpSlow1EMA_Period,InpSlow2EMA_Period,InpStopLossPoints,InpTakeProfit1_Points,InpTakeProfit2_Points,InpUseTrailingSL,InpTrailingStartPoints,InpTrailingStopPoints,InpMoneyManagement,InpRiskPercent,InpUseDailyFilter,InpDailyEmaPeriod,InpUseAdxFilter,InpUseDiCrossover,InpAdxPeriod,InpAdxThreshold,InpUseSessionFilter,InpTradingStartHour,InpTradingEndHour,InpBreakoutLookbackBars,InpBreakoutOffsetPoints,InpUseLossLimit
5792,86.71,50.19,0.929444,2.88189,2.126695,2.367789,0,4.4509,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.4,true,180,true,true,25,25,false,11,21,15,30,true
5700,86.71,50.19,0.929444,2.88189,2.126695,2.367789,0,4.4509,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,180,true,true,25,25,false,8,21,15,30,true
5645,86.71,50.19,0.929444,2.88189,2.126695,2.367789,0,4.4509,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,180,true,true,25,25,false,8,21,11,40,false
5672,86.71,50.19,0.929444,2.88189,2.126695,2.367789,0,4.4509,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,180,true,true,25,25,false,8,21,11,10,false
5782,86.71,50.19,0.929444,2.88189,2.126695,2.367789,0,4.4509,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.2,true,180,true,true,25,25,false,8,21,14,10,false
5642,86.71,50.19,0.929444,2.88189,2.126695,2.367789,0,4.4509,54,0,30,3,9,30,54,275,275,750,false,300,200,1,0.2,true,180,true,true,25,25,false,8,21,15,30,true
5760,86.71,50.19,0.929444,2.88189,2.126695,2.367789,0,4.4509,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.5,true,180,true,true,25,25,false,8,21,11,40,false
5593,86.71,50.19,0.929444,2.88189,2.126695,2.367789,0,4.4509,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,25,false,8,21,11,40,true
5208,86.71,50.19,0.929444,2.88189,2.126695,2.367789,0,4.4509,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.3,true,180,true,true,25,25,false,11,20,14,40,false
5287,86.71,50.19,0.929444,2.88189,2.126695,2.367789,0,4.4509,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.3,true,180,true,true,25,25,false,8,21,11,40,true
5127,86.71,50.19,0.929444,2.88189,2.126695,2.367789,0,4.4509,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.3,true,180,true,true,25,25,false,11,21,14,40,false
4943,86.71,50.19,0.929444,2.88189,2.126695,2.367789,0,4.4509,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.4,true,180,true,true,25,25,false,8,21,11,40,false
4632,86.71,50.19,0.929444,2.88189,2.126695,2.367789,0,4.4509,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,180,true,true,25,25,false,11,21,14,40,false
4482,86.71,50.19,0.929444,2.88189,2.126695,2.367789,0,4.4509,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,180,true,true,25,25,false,8,21,11,40,false
5686,86.64,50.03,0.926481,2.879414,2.122613,2.36025,0,4.447,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.2,true,180,true,true,29,22,false,11,20,10,10,false
5561,86.64,50.03,0.926481,2.879414,2.122613,2.36025,0,4.447,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,180,true,true,29,22,false,8,21,11,10,false
5362,86.64,50.03,0.926481,2.879414,2.122613,2.36025,0,4.447,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,180,true,true,29,22,false,11,22,15,30,true
4961,86.64,50.03,0.926481,2.879414,2.122613,2.36025,0,4.447,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,180,true,true,29,22,false,8,21,11,40,false
4904,86.64,50.03,0.926481,2.879414,2.122613,2.36025,0,4.447,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.3,true,180,true,true,29,22,false,11,20,10,10,false
4703,86.64,50.03,0.926481,2.879414,2.122613,2.36025,0,4.447,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,180,true,true,29,22,false,9,22,11,40,false
4831,86.64,50.03,0.926481,2.879414,2.122613,2.36025,0,4.447,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.2,true,180,true,true,29,22,false,8,21,11,40,false
4793,86.64,50.03,0.926481,2.879414,2.122613,2.36025,0,4.447,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.3,true,180,true,true,29,22,false,11,20,15,30,true
4700,86.64,50.03,0.926481,2.879414,2.122613,2.36025,0,4.447,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,180,true,true,29,22,false,10,20,14,20,false
4584,86.64,50.03,0.926481,2.879414,2.122613,2.36025,0,4.447,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,180,true,true,29,22,false,9,22,11,10,false
4600,86.64,50.03,0.926481,2.879414,2.122613,2.36025,0,4.447,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.4,true,180,true,true,29,22,false,8,21,11,40,false
4337,86.64,50.03,0.926481,2.879414,2.122613,2.36025,0,4.447,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,180,true,true,29,22,false,10,22,9,20,true
4273,86.64,50.03,0.926481,2.879414,2.122613,2.36025,0,4.447,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,180,true,true,29,22,false,12,19,14,10,true
4025,86.64,50.03,0.926481,2.879414,2.122613,2.36025,0,4.447,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,180,true,true,29,22,false,10,21,14,10,false
4120,86.64,50.03,0.926481,2.879414,2.122613,2.36025,0,4.447,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,180,true,true,29,22,false,8,21,11,40,false
3703,86.64,50.03,0.926481,2.879414,2.122613,2.36025,0,4.447,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,180,true,true,29,22,false,9,20,14,40,false
5940,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.4,true,210,true,true,25,24,false,9,22,11,40,false
5840,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,210,true,true,25,24,false,11,22,12,10,false
5867,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.2,true,210,true,true,25,24,false,8,21,11,10,false
5812,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.4,true,210,true,true,25,24,false,11,22,11,10,false
5933,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,210,true,true,25,24,false,11,21,11,10,false
5923,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,210,true,true,25,24,false,8,21,13,10,false
5808,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,11,19,15,40,false
5945,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,11,20,13,10,false
5897,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,200,1,0.2,true,210,true,true,25,24,false,11,20,13,10,false
5716,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.4,true,210,true,true,25,24,false,11,20,10,40,false
5670,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.5,true,210,true,true,25,24,false,8,19,8,10,true
5643,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.4,true,210,true,true,25,24,false,11,20,14,20,true
5625,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,250,200,1,0.4,true,210,true,true,25,24,false,8,21,14,10,false
5779,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,210,true,true,25,24,false,8,22,13,10,false
5660,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.5,true,210,true,true,25,24,false,11,20,13,10,false
5650,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,210,true,true,25,24,false,11,22,11,40,false
5621,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,210,true,true,25,24,false,10,21,14,10,false
5763,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.2,true,210,true,true,25,24,false,8,21,11,10,false
5636,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.4,true,210,true,true,25,24,false,11,20,13,10,false
5785,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,11,19,15,10,true
5776,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.4,true,210,true,true,25,24,false,11,20,11,40,false
5748,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.5,true,210,true,true,25,24,false,11,20,13,10,false
5723,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.5,true,210,true,true,25,24,false,11,20,10,10,false
5712,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.2,true,210,true,true,25,24,false,11,19,8,10,true
5682,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.2,true,210,true,true,25,24,false,11,20,13,10,false
5798,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,11,22,12,10,false
5711,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.3,true,210,true,true,25,24,false,8,21,11,40,false
5736,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,200,1,0.4,true,210,true,true,25,24,false,9,20,10,40,false
5663,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.5,true,210,true,true,25,24,false,11,21,14,10,false
5787,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.2,true,210,true,true,25,24,false,8,21,11,40,false
5770,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.4,true,210,true,true,25,24,false,11,19,15,30,true
5708,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,11,19,12,10,true
5698,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.4,true,210,true,true,25,24,false,11,21,11,40,false
5635,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.5,true,210,true,true,25,24,false,11,20,14,10,false
5673,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,11,20,8,10,true
5624,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.4,true,210,true,true,25,24,false,11,19,15,10,false
5740,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.5,true,210,true,true,25,24,false,11,20,13,10,false
5724,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.4,true,210,true,true,25,24,false,8,21,15,10,true
5714,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,11,19,11,40,false
5695,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.4,true,210,true,true,25,24,false,11,22,12,10,false
5677,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,8,21,14,10,false
5669,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,200,0,0.4,true,210,true,true,25,24,false,11,22,11,40,false
5784,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.4,true,210,true,true,25,24,false,11,20,11,40,false
5665,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.5,true,210,true,true,25,24,false,11,20,10,40,false
5627,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.3,true,210,true,true,25,24,false,11,20,14,10,false
5612,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.4,true,210,true,true,25,24,false,11,19,9,20,true
5579,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,210,true,true,25,24,false,9,22,11,10,false
5572,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,210,true,true,25,24,false,8,21,11,40,false
5539,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.5,true,210,true,true,25,24,false,8,21,14,10,false
5482,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.5,true,210,true,true,25,24,false,11,22,11,10,false
5486,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.4,true,210,true,true,25,24,false,9,20,14,10,false
5590,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,9,20,11,40,false
5494,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,180,true,true,25,24,false,10,22,11,40,false
5606,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.4,true,210,true,true,25,24,false,11,19,12,10,true
5580,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.4,true,210,true,true,25,24,false,11,19,15,30,false
5493,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.5,true,210,true,true,25,24,false,11,20,13,10,false
5479,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,210,true,true,25,24,false,11,19,15,30,true
5604,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.4,true,210,true,true,25,24,false,11,20,14,10,false
5513,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.5,true,210,true,true,25,24,false,9,20,10,40,false
5600,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.5,true,210,true,true,25,24,false,11,19,8,10,true
5497,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,200,1,0.2,true,210,true,true,25,24,false,11,20,10,10,false
5377,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,210,true,true,25,24,false,11,20,14,10,false
5376,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,210,true,true,25,24,false,11,20,8,10,false
5411,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,11,19,8,40,false
5464,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.4,true,210,true,true,25,24,false,10,22,12,40,false
5453,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.4,true,180,true,true,25,24,false,8,21,11,40,false
5423,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.5,true,210,true,true,25,24,false,11,20,14,10,false
5456,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.4,true,210,true,true,25,24,false,8,21,11,30,true
5344,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,210,true,true,25,24,false,9,20,14,10,false
5342,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.3,true,210,true,true,25,24,false,10,22,11,40,false
5331,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,11,20,11,40,false
5250,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.4,true,180,true,true,25,24,false,10,22,11,40,false
5204,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.2,true,210,true,true,25,24,false,11,20,14,10,false
5329,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.2,true,210,true,true,25,24,false,8,21,14,10,false
5312,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.5,true,210,true,true,25,24,false,11,22,11,40,false
5232,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,210,true,true,25,24,false,11,20,15,30,true
5267,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.4,true,210,true,true,25,24,false,11,19,15,10,true
5228,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,11,19,8,10,true
5199,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.5,true,210,true,true,25,24,false,11,19,15,30,true
5181,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.4,true,210,true,true,25,24,false,11,20,14,10,false
5106,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,210,true,true,25,24,false,8,21,11,10,false
5086,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.3,true,210,true,true,25,24,false,11,21,15,30,true
5056,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,210,true,true,25,24,false,11,20,13,10,false
5084,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.5,true,210,true,true,25,24,false,8,21,11,40,false
5116,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.2,true,210,true,true,25,24,false,11,20,10,10,false
5160,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,11,21,11,40,false
5114,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,11,22,11,10,false
5049,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,1,0.4,true,210,true,true,25,24,false,10,22,11,40,false
4921,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,1,0.2,true,210,true,true,25,24,false,8,21,14,10,false
4998,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,8,21,11,40,false
4721,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,150,0,0.4,true,210,true,true,25,24,false,8,21,11,40,false
4756,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,11,19,11,10,false
4545,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,8,21,11,10,false
4587,88.25,50.1,0.927778,2.878515,2.296059,2.363472,0,4.1157,54,0,30,3,9,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,11,22,11,40,false
5934,88.26,50.08,0.927407,2.876358,2.291991,2.374159,0,4.1212,54,0,30,3,8,29,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,8,21,11,10,false
5871,88.26,50.08,0.927407,2.876358,2.291991,2.374159,0,4.1212,54,0,30,3,8,29,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,11,22,12,10,false
5929,88.26,50.08,0.927407,2.876358,2.291991,2.374159,0,4.1212,54,0,30,3,8,29,54,275,275,750,false,250,200,0,0.4,true,210,true,true,25,24,false,8,22,15,30,true
5930,88.26,50.08,0.927407,2.876358,2.291991,2.374159,0,4.1212,54,0,30,3,8,29,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,11,20,13,10,false
5852,88.26,50.08,0.927407,2.876358,2.291991,2.374159,0,4.1212,54,0,30,3,8,30,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,8,21,11,40,false
5807,88.26,50.08,0.927407,2.876358,2.291991,2.374159,0,4.1212,54,0,30,3,8,29,54,275,275,750,false,300,150,1,0.2,true,210,true,true,25,24,false,9,20,14,10,false
5907,88.26,50.08,0.927407,2.876358,2.291991,2.374159,0,4.1212,54,0,30,3,8,29,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,11,20,10,10,false
5868,88.26,50.08,0.927407,2.876358,2.291991,2.374159,0,4.1212,54,0,30,3,8,30,54,275,275,750,false,300,100,1,0.2,true,210,true,true,25,24,false,11,20,10,40,false
5688,88.26,50.08,0.927407,2.876358,2.291991,2.374159,0,4.1212,54,0,30,3,8,30,54,275,275,750,false,300,100,1,0.2,true,210,true,true,25,24,false,11,22,11,10,false
5702,88.26,50.08,0.927407,2.876358,2.291991,2.374159,0,4.1212,54,0,30,3,8,29,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,8,22,15,30,true
5495,88.26,50.08,0.927407,2.876358,2.291991,2.374159,0,4.1212,54,0,30,3,8,29,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,10,22,12,40,false
5595,88.26,50.08,0.927407,2.876358,2.291991,2.374159,0,4.1212,54,0,30,3,8,29,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,10,22,11,40,false
5432,88.26,50.08,0.927407,2.876358,2.291991,2.374159,0,4.1212,54,0,30,3,8,29,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,9,20,14,10,false
5315,88.26,50.08,0.927407,2.876358,2.291991,2.374159,0,4.1212,54,0,30,3,8,29,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,11,20,14,10,false
5825,88.26,50.07,0.927222,2.875281,2.291533,2.374389,0,4.1213,54,0,30,3,9,29,54,275,275,750,false,300,150,0,0.4,true,210,true,true,25,24,false,9,20,14,10,false
5932,88.26,50.07,0.927222,2.875281,2.291533,2.374389,0,4.1213,54,0,30,3,9,29,54,275,275,750,false,300,150,1,0.4,true,180,true,true,25,24,false,10,22,11,40,false
5781,88.26,50.07,0.927222,2.875281,2.291533,2.374389,0,4.1213,54,0,30,3,9,29,54,275,275,750,false,300,150,1,0.2,true,210,true,true,25,24,false,11,20,13,10,false
5639,88.26,50.07,0.927222,2.875281,2.291533,2.374389,0,4.1213,54,0,30,3,9,29,54,275,275,750,false,300,150,0,0.4,true,210,true,true,25,24,false,11,20,14,10,false
5775,88.26,50.07,0.927222,2.875281,2.291533,2.374389,0,4.1213,54,0,30,3,9,29,54,275,275,750,false,300,100,0,0.4,true,210,true,true,25,24,false,11,20,13,10,false
5616,88.26,50.07,0.927222,2.875281,2.291533,2.374389,0,4.1213,54,0,30,3,9,29,54,275,275,750,false,300,100,1,0.4,true,210,true,true,25,24,false,11,20,13,10,false
5425,88.26,50.07,0.927222,2.875281,2.291533,2.374389,0,4.1213,54,0,30,3,9,29,54,275,275,750,false,300,100,1,0.4,true,210,true,true,25,24,false,11,20,14,10,false
