Case,Symbol,K_swing,N_bos,LookbackInternal,M_retest,EqTol,BOSBufferPoints,UseKillzones,UseRoundNumber,RNDelta,RiskPerTradePct,SL_BufferUSD,TP1_R,TP2_R,BE_Activate_R,PartialClosePct,TimeStopMinutes,MinProgressR,MaxSpreadUSD,MaxOpenPositions,UsePendingRetest,RetestOffsetUSD,PendingExpirySec,CooldownSec
700,XAUUSD,45,7,16,2,0.18,1.0,False,True,0.28,0.3,0.55,1.0,3.0,0.6,50,60,0.7,0.5,2,False,0,0,0
701,XAUUSD,55,7,11,3,0.18,2.0,True,True,0.28,0.45,0.65,0.9,2.4,0.6014541463204603,25,120,0.7,0.5,2,False,0,0,0
702,XAUUSD,55,5,11,3,0.17,2.5,False,True,0.32,0.55,0.65,1.5,2.4,0.6,25,90,0.8,0.5,3,False,0,0,0
703,XAUUSD,55,5,16,2,0.17,2.0,False,True,0.35,0.3,0.65,1.2,2.512429201750912,0.6,35,60,0.7,0.5,3,False,0,0,0
704,XAUUSD,45,6,12,3,0.19,2.5,True,True,0.32,0.55,0.65,0.9,2.0421411734537833,0.6,40,120,0.8,0.5,3,False,0,0,0
705,XAUUSD,50,5,16,4,0.18,1.0,False,True,0.32,0.6,0.65,2.0,3.6,0.6,40,45,0.8,0.5,2,False,0,0,0
706,XAUUSD,60,7,11,4,0.18,2.0,False,True,0.3,0.6,0.7,1.8,3.0,0.7,50,90,0.8,0.5,2,False,0,0,0
707,XAUUSD,60,7,16,3,0.22,1.5,True,True,0.3,0.45,0.65,1.0,3.0,0.9,25,120,0.8,0.5,3,False,0,0,0
708,XAUUSD,55,7,11,3,0.19,2.5,False,True,0.35,0.4,0.55,1.5,3.0,0.7,25,60,0.5,0.5,2,False,0,0,0
709,XAUUSD,60,6,12,4,0.19,2.5,False,True,0.3,0.6,0.55,2.2,3.6,0.7,30,60,0.8,0.5,2,False,0,0,0
710,XAUUSD,55,7,14,2,0.17,2.0,False,True,0.3,0.35,0.65,2.0,3.6,0.6,25,45,0.5,0.5,2,False,0,0,0
711,XAUUSD,50,7,11,4,0.17,1.5,True,True,0.35,0.55,0.55,1.8,2.4,0.8,50,60,0.6,0.5,3,False,0,0,0
712,XAUUSD,50,5,12,2,0.17,1.0,True,True,0.35,0.5,0.55,1.8,3.6,0.8,50,90,0.8,0.5,3,False,0,0,0
713,XAUUSD,50,6,12,2,0.16,2.0,True,True,0.3,0.5,0.6,1.8,3.6,0.8176502033141416,30,45,0.8,0.5,2,False,0,0,0
714,XAUUSD,60,7,16,4,0.2,2.5,False,True,0.3,0.6,0.55,2.0,4.0,0.9,30,120,0.6,0.5,3,False,0,0,0
715,XAUUSD,60,6,16,3,0.19,2.0,False,True,0.28,0.35,0.55,1.2,2.469953845631726,1.0,40,90,0.6,0.5,3,False,0,0,0
716,XAUUSD,55,5,11,2,0.22,1.5,False,True,0.32,0.4,0.7,1.5,3.6,0.9,30,45,0.6,0.5,3,False,0,0,0
717,XAUUSD,60,7,11,2,0.19,1.0,False,True,0.32,0.35,0.65,2.0,3.6,0.9,25,90,0.8,0.5,3,False,0,0,0
718,XAUUSD,50,6,11,4,0.16,1.5,True,True,0.32,0.6,0.6,1.8,3.6,0.8,30,90,0.5,0.5,3,False,0,0,0
719,XAUUSD,60,7,16,2,0.18,1.0,False,True,0.28,0.55,0.6,0.9,2.0156211576997554,0.8,35,60,0.6,0.5,2,False,0,0,0
720,XAUUSD,45,6,11,2,0.22,2.0,True,True,0.32,0.6,0.55,2.2,4.0,1.0,35,90,0.8,0.5,2,False,0,0,0
721,XAUUSD,45,7,16,4,0.22,2.5,True,True,0.32,0.6,0.65,1.5,4.0,0.9,30,45,0.8,0.5,3,False,0,0,0
722,XAUUSD,50,7,12,4,0.17,2.5,True,True,0.35,0.6,0.65,1.0,2.4,0.9,40,120,0.6,0.5,3,False,0,0,0
723,XAUUSD,55,7,14,2,0.18,1.0,True,True,0.3,0.45,0.6,2.2,3.6,0.9,50,45,0.8,0.5,3,False,0,0,0
724,XAUUSD,45,7,11,4,0.18,2.5,False,True,0.32,0.3,0.65,1.8,2.4,1.0,35,90,0.6,0.5,2,False,0,0,0
725,XAUUSD,45,5,12,2,0.2,1.0,False,True,0.32,0.35,0.6,1.5,3.6,0.9,25,90,0.5,0.5,2,False,0,0,0
726,XAUUSD,60,6,16,4,0.22,1.0,True,True,0.32,0.6,0.65,1.0,2.0669409364143,0.8,25,45,0.8,0.5,3,False,0,0,0
727,XAUUSD,45,6,16,4,0.17,2.5,False,True,0.35,0.6,0.6,1.0,2.4,0.8221639691279675,35,60,0.5,0.5,2,False,0,0,0
728,XAUUSD,60,6,12,4,0.17,1.0,True,True,0.32,0.35,0.6,2.2,2.4,0.6,35,45,0.7,0.5,2,False,0,0,0
729,XAUUSD,50,7,11,2,0.17,2.5,False,True,0.3,0.35,0.55,0.9,2.4,0.8072358962338635,25,120,0.6,0.5,3,False,0,0,0
730,XAUUSD,50,7,16,2,0.2,1.0,False,True,0.28,0.4,0.65,1.2,2.4,0.6,35,45,0.6,0.5,3,False,0,0,0
731,XAUUSD,50,7,11,4,0.16,1.0,False,True,0.28,0.6,0.55,2.0,3.6,0.792997258334827,30,45,0.8,0.5,3,False,0,0,0
732,XAUUSD,50,6,16,4,0.18,2.5,False,True,0.32,0.4,0.65,2.0,3.0,0.7,30,120,0.6,0.5,3,False,0,0,0
733,XAUUSD,50,7,16,3,0.22,1.5,True,True,0.3,0.3,0.65,1.5,3.6,0.6,35,120,0.7,0.5,2,False,0,0,0
734,XAUUSD,45,6,16,3,0.18,2.5,False,True,0.32,0.45,0.55,1.2,3.0,0.8,50,90,0.5,0.5,3,False,0,0,0
735,XAUUSD,45,6,12,3,0.19,2.5,True,True,0.3,0.3,0.6,1.8,3.6,0.7,30,45,0.5,0.5,2,False,0,0,0
736,XAUUSD,50,5,14,2,0.16,1.0,False,True,0.32,0.5,0.65,1.5,2.0,0.8,40,60,0.8,0.5,3,False,0,0,0
737,XAUUSD,50,6,16,4,0.19,1.5,True,True,0.32,0.55,0.65,1.5,3.0,0.7,25,90,0.7,0.5,2,False,0,0,0
738,XAUUSD,60,6,12,2,0.22,1.0,True,True,0.28,0.45,0.7,1.2,3.0,0.7,50,120,0.8,0.5,2,False,0,0,0
739,XAUUSD,60,7,14,3,0.16,1.5,True,True,0.35,0.5,0.55,2.0,3.6,0.8,35,60,0.7,0.5,3,False,0,0,0
740,XAUUSD,60,7,16,2,0.17,2.5,False,True,0.32,0.5,0.55,2.2,4.0,0.6,50,120,0.8,0.5,3,False,0,0,0
741,XAUUSD,55,7,14,3,0.21,2.5,False,True,0.28,0.45,0.65,1.8,3.6,0.7,35,60,0.6,0.5,2,False,0,0,0
742,XAUUSD,45,7,16,3,0.18,2.5,False,True,0.28,0.4,0.65,1.2,2.0,0.8,30,60,0.8,0.5,3,False,0,0,0
743,XAUUSD,60,7,16,3,0.17,1.0,False,True,0.28,0.5,0.55,1.8,3.6,0.6,40,60,0.8,0.5,3,False,0,0,0
744,XAUUSD,55,6,12,2,0.17,2.0,False,True,0.3,0.45,0.7,1.0,2.0,0.6,35,60,0.5,0.5,2,False,0,0,0
745,XAUUSD,55,7,14,4,0.18,1.5,True,True,0.3,0.35,0.65,1.8,3.6,0.7,30,45,0.7,0.5,3,False,0,0,0
746,XAUUSD,55,5,12,4,0.19,2.5,False,True,0.28,0.45,0.55,1.2,3.0,0.8,40,120,0.6,0.5,2,False,0,0,0
747,XAUUSD,45,5,12,2,0.17,1.0,True,True,0.3,0.55,0.55,1.8,2.0,0.9,30,45,0.5,0.5,3,False,0,0,0
748,XAUUSD,60,7,12,4,0.17,1.0,False,True,0.28,0.4,0.55,2.0,2.4,0.6,40,60,0.8,0.5,2,False,0,0,0
749,XAUUSD,45,6,16,4,0.16,1.5,False,True,0.28,0.3,0.55,0.9,1.7607281215955757,0.7,50,45,0.6,0.5,2,False,0,0,0
750,XAUUSD,50,7,16,3,0.17,1.5,False,True,0.3,0.3,0.6,1.8,3.6,0.8,50,90,0.5,0.5,2,False,0,0,0
751,XAUUSD,50,7,14,4,0.17,2.0,True,True,0.3,0.6,0.6,2.0,3.6,0.9,30,90,0.7,0.5,3,False,0,0,0
752,XAUUSD,60,6,16,4,0.22,2.0,False,True,0.32,0.5,0.7,2.0,4.0,0.7,40,45,0.5,0.5,2,False,0,0,0
753,XAUUSD,55,7,12,4,0.16,1.5,True,True,0.35,0.6,0.6,1.2,2.4,0.6,25,90,0.8,0.5,2,False,0,0,0
754,XAUUSD,60,5,12,2,0.18,1.5,False,True,0.28,0.4,0.7,1.0,2.643611070980481,0.9,30,90,0.8,0.5,2,False,0,0,0
755,XAUUSD,60,5,16,2,0.2,1.5,False,True,0.32,0.5,0.7,1.5,2.0,0.9,50,90,0.6,0.5,3,False,0,0,0
756,XAUUSD,50,7,16,3,0.18,2.5,False,True,0.28,0.6,0.7,1.8,3.0,0.9,40,120,0.7,0.5,2,False,0,0,0
757,XAUUSD,60,7,12,4,0.18,1.5,False,True,0.3,0.35,0.7,2.0,4.0,0.9,50,45,0.6,0.5,2,False,0,0,0
758,XAUUSD,50,6,16,2,0.18,1.5,False,True,0.32,0.5,0.55,2.0,3.6,0.8,30,60,0.7,0.5,2,False,0,0,0
759,XAUUSD,45,7,11,2,0.16,1.5,True,True,0.32,0.4,0.65,1.5,3.6,0.7,25,90,0.6,0.5,2,False,0,0,0
760,XAUUSD,45,7,16,3,0.18,1.0,True,True,0.28,0.55,0.6,1.0,2.0,0.8,35,60,0.7,0.5,3,False,0,0,0
761,XAUUSD,55,6,11,3,0.18,2.5,False,True,0.28,0.6,0.6,1.8,3.6,1.0,50,90,0.7,0.5,3,False,0,0,0
762,XAUUSD,55,7,16,3,0.17,1.0,True,True,0.28,0.5,0.55,2.2,4.0,0.6,40,90,0.6,0.5,2,False,0,0,0
763,XAUUSD,45,7,14,4,0.17,2.0,False,True,0.3,0.45,0.7,1.8,3.0,1.0,30,45,0.7,0.5,3,False,0,0,0
764,XAUUSD,45,7,16,4,0.22,1.5,True,True,0.32,0.35,0.7,0.9,2.0,0.6,35,45,0.5,0.5,2,False,0,0,0
765,XAUUSD,50,6,11,4,0.2,2.5,False,True,0.28,0.5,0.55,2.0,4.0,0.7,40,90,0.6,0.5,3,False,0,0,0
766,XAUUSD,55,7,12,2,0.22,1.5,False,True,0.32,0.3,0.7,1.0,2.4,0.6306196137130806,40,120,0.5,0.5,3,False,0,0,0
767,XAUUSD,45,6,16,4,0.22,1.0,True,True,0.32,0.6,0.55,1.8,3.6,0.8,25,45,0.5,0.5,3,False,0,0,0
768,XAUUSD,55,5,16,2,0.18,2.0,False,True,0.32,0.45,0.6,1.0,3.0,0.7,50,60,0.7,0.5,2,False,0,0,0
769,XAUUSD,50,7,16,2,0.22,2.0,False,True,0.35,0.6,0.6,1.8,3.6,0.7813002515725738,25,45,0.6,0.5,3,False,0,0,0
770,XAUUSD,50,7,11,2,0.21,2.5,False,True,0.3,0.3,0.65,1.2,2.6806432511437177,0.6,35,90,0.7,0.5,3,False,0,0,0
771,XAUUSD,45,7,16,2,0.21,1.5,False,True,0.28,0.45,0.55,1.0,2.0,0.7,30,60,0.7,0.5,3,False,0,0,0
772,XAUUSD,60,7,16,4,0.21,1.0,False,True,0.32,0.5,0.6,1.8,4.0,0.7,35,45,0.5,0.5,2,False,0,0,0
773,XAUUSD,60,5,11,2,0.18,1.5,False,True,0.28,0.5,0.6,2.0,4.0,1.0,30,45,0.8,0.5,3,False,0,0,0
774,XAUUSD,60,7,12,3,0.22,2.5,False,True,0.3,0.35,0.55,2.2,2.4,0.6,30,45,0.5,0.5,2,False,0,0,0
775,XAUUSD,50,7,16,3,0.16,1.5,False,True,0.32,0.6,0.6,1.2,2.0,0.6,25,45,0.6,0.5,2,False,0,0,0
776,XAUUSD,45,6,12,2,0.21,1.0,False,True,0.35,0.35,0.65,1.0,2.593598470988102,0.9,30,90,0.7,0.5,2,False,0,0,0
777,XAUUSD,50,6,16,2,0.2,2.5,False,True,0.35,0.4,0.55,0.9,2.4,0.8,35,60,0.6,0.5,2,False,0,0,0
778,XAUUSD,60,7,16,3,0.21,2.0,True,True,0.28,0.5,0.7,1.0,1.909756629954039,0.7,25,120,0.7,0.5,2,False,0,0,0
779,XAUUSD,55,7,12,2,0.2,2.5,True,True,0.3,0.6,0.6,1.8,3.6,0.7,30,60,0.6,0.5,2,False,0,0,0
780,XAUUSD,45,7,11,3,0.18,1.0,False,True,0.3,0.5,0.7,2.0,4.0,0.9,25,45,0.5,0.5,2,False,0,0,0
781,XAUUSD,45,6,14,2,0.17,1.0,True,True,0.28,0.6,0.6,2.2,3.6,0.7,40,90,0.7,0.5,3,False,0,0,0
782,XAUUSD,55,7,12,3,0.17,2.0,True,True,0.28,0.55,0.7,1.5,2.0,1.0,35,120,0.6,0.5,2,False,0,0,0
783,XAUUSD,60,7,12,3,0.2,2.0,False,True,0.35,0.3,0.7,0.9,1.9003228090532367,0.7,40,60,0.8,0.5,2,False,0,0,0
784,XAUUSD,50,7,14,2,0.21,1.0,False,True,0.32,0.55,0.65,1.2,2.0,0.9,30,45,0.8,0.5,3,False,0,0,0
785,XAUUSD,50,7,12,2,0.22,2.5,False,True,0.35,0.45,0.55,2.0,3.6,0.8,40,60,0.7,0.5,3,False,0,0,0
786,XAUUSD,45,7,16,4,0.17,1.5,True,True,0.35,0.5,0.55,2.2,3.6,0.7,50,45,0.5,0.5,3,False,0,0,0
787,XAUUSD,60,6,11,2,0.21,1.0,False,True,0.32,0.6,0.55,2.0,4.0,0.6,30,60,0.5,0.5,3,False,0,0,0
788,XAUUSD,60,6,12,2,0.17,2.5,False,True,0.3,0.6,0.7,2.0,4.0,0.8,30,90,0.5,0.5,3,False,0,0,0
789,XAUUSD,55,5,14,2,0.2,1.0,True,True,0.3,0.6,0.7,2.2,3.6,0.9,35,60,0.6,0.5,3,False,0,0,0
790,XAUUSD,55,7,16,2,0.2,2.5,True,True,0.32,0.55,0.65,1.0,2.4,0.8,30,120,0.8,0.5,3,False,0,0,0
791,XAUUSD,60,6,16,4,0.2,1.0,True,True,0.35,0.45,0.65,2.0,4.0,1.0,50,60,0.5,0.5,3,False,0,0,0
792,XAUUSD,55,5,14,2,0.16,1.5,False,True,0.28,0.5,0.65,0.9,2.0,0.784332196911089,35,120,0.7,0.5,3,False,0,0,0
793,XAUUSD,50,6,14,4,0.22,1.0,True,True,0.32,0.5,0.6,1.0,2.393606676553062,0.7,30,60,0.7,0.5,2,False,0,0,0
794,XAUUSD,55,7,16,4,0.16,1.0,False,True,0.3,0.3,0.65,2.0,2.4,0.7,25,45,0.5,0.5,2,False,0,0,0
795,XAUUSD,55,6,16,2,0.19,1.0,False,True,0.35,0.5,0.55,2.2,4.0,0.8,50,60,0.8,0.5,3,False,0,0,0
796,XAUUSD,50,6,12,3,0.17,2.5,False,True,0.28,0.4,0.55,1.8,4.0,0.9,50,45,0.8,0.5,3,False,0,0,0
797,XAUUSD,50,7,12,4,0.17,2.0,False,True,0.3,0.6,0.6,1.8,4.0,0.9,40,90,0.6,0.5,2,False,0,0,0
798,XAUUSD,55,7,16,4,0.2,1.5,False,True,0.28,0.35,0.7,1.8,4.0,0.9,35,60,0.8,0.5,2,False,0,0,0
799,XAUUSD,60,7,12,2,0.2,1.5,False,True,0.32,0.35,0.65,2.0,3.0,0.9,40,90,0.8,0.5,2,False,0,0,0
800,XAUUSD,50,6,16,4,0.2,2.5,False,True,0.32,0.4,0.55,1.8,4.0,0.6,35,45,0.5,0.5,3,False,0,0,0
801,XAUUSD,55,6,11,3,0.18,1.5,True,True,0.32,0.6,0.65,0.9,2.491524842659738,0.6720533336776723,25,60,0.5,0.5,2,False,0,0,0
802,XAUUSD,50,7,16,4,0.18,1.0,False,True,0.28,0.3,0.55,1.0,2.5260429275101703,0.7,30,120,0.8,0.5,2,False,0,0,0
803,XAUUSD,55,6,16,4,0.19,2.5,False,True,0.3,0.3,0.65,1.8,4.0,0.9,50,90,0.8,0.5,3,False,0,0,0
804,XAUUSD,45,7,16,3,0.16,1.0,False,True,0.3,0.5,0.6,1.8,4.0,0.9,25,60,0.8,0.5,2,False,0,0,0
805,XAUUSD,60,5,12,2,0.16,1.5,True,True,0.3,0.3,0.55,2.0,3.6,0.6,30,90,0.6,0.5,2,False,0,0,0
806,XAUUSD,45,6,12,2,0.22,1.5,False,True,0.32,0.3,0.55,2.2,3.0,1.0,50,90,0.6,0.5,2,False,0,0,0
807,XAUUSD,55,6,11,4,0.16,1.0,False,True,0.35,0.5,0.55,1.8,4.0,0.9,40,45,0.8,0.5,2,False,0,0,0
808,XAUUSD,45,5,12,2,0.19,1.0,False,True,0.3,0.55,0.55,1.5,4.0,0.7,30,120,0.6,0.5,3,False,0,0,0
809,XAUUSD,60,7,16,3,0.21,2.0,False,True,0.35,0.5,0.55,2.0,3.6,1.0,50,90,0.5,0.5,2,False,0,0,0
810,XAUUSD,55,7,11,2,0.19,1.0,False,True,0.32,0.6,0.55,1.8,3.6,0.8,30,120,0.8,0.5,3,False,0,0,0
811,XAUUSD,50,5,12,4,0.17,2.0,False,True,0.28,0.3,0.65,2.0,4.0,0.7,35,90,0.8,0.5,3,False,0,0,0
812,XAUUSD,60,7,16,4,0.21,1.5,False,True,0.32,0.35,0.55,1.8,4.0,0.7,25,60,0.5,0.5,2,False,0,0,0
813,XAUUSD,50,7,16,2,0.22,1.0,True,True,0.32,0.5,0.55,2.0,4.0,0.7,25,45,0.6,0.5,2,False,0,0,0
814,XAUUSD,45,7,14,3,0.16,1.0,False,True,0.32,0.5,0.65,1.0,2.1538468488322544,0.8,30,45,0.5,0.5,2,False,0,0,0
815,XAUUSD,50,7,12,4,0.19,1.0,False,True,0.35,0.3,0.55,0.9,1.8146831578912723,0.7,40,60,0.5,0.5,2,False,0,0,0
816,XAUUSD,60,7,16,3,0.17,1.5,True,True,0.28,0.55,0.65,2.2,4.0,0.9,50,120,0.7,0.5,3,False,0,0,0
817,XAUUSD,50,7,12,4,0.18,1.5,False,True,0.3,0.55,0.55,1.8,2.0,0.7,30,120,0.7,0.5,3,False,0,0,0
818,XAUUSD,45,7,11,4,0.21,1.0,False,True,0.3,0.45,0.7,1.5,2.0,0.7,30,120,0.8,0.5,2,False,0,0,0
819,XAUUSD,60,5,12,3,0.16,1.0,True,True,0.3,0.4,0.6,1.0,2.5875897347503023,0.9,30,60,0.7,0.5,3,False,0,0,0
820,XAUUSD,60,7,14,2,0.2,2.0,False,True,0.3,0.5,0.6,2.2,3.6,1.0,50,120,0.8,0.5,2,False,0,0,0
821,XAUUSD,50,6,14,3,0.17,1.5,True,True,0.28,0.3,0.6,0.9,2.1020088423796617,0.6803061569051116,25,45,0.8,0.5,2,False,0,0,0
822,XAUUSD,45,7,16,2,0.22,1.0,True,True,0.28,0.45,0.7,1.2,2.829332540571879,0.8,50,45,0.7,0.5,3,False,0,0,0
823,XAUUSD,50,6,16,2,0.22,1.0,False,True,0.35,0.3,0.55,1.0,2.154177163279371,0.7,30,90,0.6,0.5,3,False,0,0,0
824,XAUUSD,50,7,12,4,0.19,1.0,False,True,0.35,0.55,0.7,0.9,1.7297790315551298,0.6189211632034153,35,90,0.8,0.5,2,False,0,0,0
825,XAUUSD,60,7,11,4,0.19,1.5,True,True,0.3,0.6,0.55,1.0,2.0,0.6279474178345934,35,45,0.7,0.5,3,False,0,0,0
826,XAUUSD,45,6,14,3,0.19,2.0,False,True,0.3,0.35,0.65,1.2,2.2657294760654443,1.0,40,45,0.8,0.5,3,False,0,0,0
827,XAUUSD,55,6,11,3,0.19,1.0,False,True,0.28,0.6,0.7,1.5,3.6,0.7,40,60,0.5,0.5,2,False,0,0,0
828,XAUUSD,50,7,14,3,0.21,1.0,False,True,0.35,0.35,0.65,1.8,3.6,0.9,25,90,0.5,0.5,2,False,0,0,0
829,XAUUSD,50,7,11,4,0.16,1.5,False,True,0.32,0.35,0.7,2.0,3.0,0.8,50,60,0.5,0.5,3,False,0,0,0
830,XAUUSD,55,7,14,4,0.2,2.5,False,True,0.28,0.35,0.55,2.0,4.0,0.8,35,45,0.8,0.5,2,False,0,0,0
831,XAUUSD,45,6,11,4,0.22,2.5,True,True,0.35,0.55,0.65,0.9,1.7803407456168043,0.7,40,45,0.7,0.5,2,False,0,0,0
832,XAUUSD,45,7,12,4,0.22,2.5,False,True,0.35,0.4,0.7,1.5,2.0,0.9,40,120,0.6,0.5,3,False,0,0,0
833,XAUUSD,45,7,16,3,0.21,2.5,True,True,0.32,0.35,0.6,1.2,2.273479044303702,0.9,50,90,0.6,0.5,3,False,0,0,0
834,XAUUSD,45,6,11,2,0.2,2.5,False,True,0.28,0.6,0.6,2.2,3.6,0.8,30,90,0.5,0.5,3,False,0,0,0
835,XAUUSD,55,5,11,4,0.21,1.0,True,True,0.32,0.6,0.55,0.9,2.0,0.5873573011572295,25,90,0.5,0.5,2,False,0,0,0
836,XAUUSD,45,7,12,2,0.22,2.0,True,True,0.3,0.6,0.7,1.5,3.0,0.6,50,120,0.5,0.5,3,False,0,0,0
837,XAUUSD,60,5,14,3,0.22,2.0,False,True,0.28,0.55,0.55,1.8,2.4,0.6,50,90,0.8,0.5,2,False,0,0,0
838,XAUUSD,45,7,16,3,0.19,1.0,False,True,0.35,0.45,0.55,2.2,2.4,0.8,40,120,0.6,0.5,2,False,0,0,0
839,XAUUSD,60,7,14,2,0.18,2.5,False,True,0.35,0.35,0.55,2.0,4.0,0.9,25,90,0.8,0.5,2,False,0,0,0
840,XAUUSD,60,7,16,2,0.22,1.5,True,True,0.28,0.5,0.55,1.2,2.0,0.8,40,60,0.5,0.5,2,False,0,0,0
841,XAUUSD,55,7,11,2,0.16,2.5,False,True,0.35,0.6,0.7,1.0,2.525812861187862,0.9,35,90,0.6,0.5,2,False,0,0,0
842,XAUUSD,45,7,12,4,0.19,1.0,False,True,0.28,0.55,0.7,0.9,1.8542542871506937,0.8,50,120,0.8,0.5,2,False,0,0,0
843,XAUUSD,60,7,16,3,0.18,1.5,False,True,0.32,0.5,0.55,2.2,4.0,0.8,40,90,0.7,0.5,2,False,0,0,0
844,XAUUSD,50,7,12,4,0.22,2.5,True,True,0.35,0.6,0.55,2.0,3.6,0.9,50,90,0.8,0.5,2,False,0,0,0
845,XAUUSD,45,7,12,2,0.22,1.0,True,True,0.32,0.6,0.7,1.2,2.303051423716781,0.8,40,45,0.5,0.5,3,False,0,0,0
846,XAUUSD,55,7,16,2,0.19,2.0,False,True,0.28,0.3,0.55,0.9,2.0,0.7193640658491258,40,60,0.6,0.5,2,False,0,0,0
847,XAUUSD,60,6,14,3,0.18,2.5,False,True,0.3,0.6,0.6,2.0,3.6,0.7,35,45,0.6,0.5,2,False,0,0,0
848,XAUUSD,60,7,16,4,0.17,1.0,True,True,0.28,0.45,0.55,2.0,4.0,0.6,35,90,0.7,0.5,2,False,0,0,0
849,XAUUSD,55,7,12,4,0.17,1.0,False,True,0.35,0.3,0.65,1.0,3.0,0.7,30,60,0.6,0.5,2,False,0,0,0
850,XAUUSD,55,7,14,3,0.19,1.0,False,True,0.32,0.5,0.6,2.0,4.0,0.7,50,60,0.8,0.5,3,False,0,0,0
851,XAUUSD,45,7,12,3,0.19,1.0,False,True,0.35,0.35,0.6,1.2,2.0,0.6,35,120,0.5,0.5,2,False,0,0,0
852,XAUUSD,45,6,16,2,0.22,2.5,False,True,0.32,0.6,0.7,1.2,3.0,0.6,50,45,0.8,0.5,3,False,0,0,0
853,XAUUSD,60,5,16,3,0.18,2.5,False,True,0.35,0.5,0.55,2.0,3.6,0.8,40,120,0.5,0.5,3,False,0,0,0
854,XAUUSD,55,6,16,4,0.17,1.5,False,True,0.3,0.5,0.6,2.2,3.6,0.9,25,120,0.5,0.5,3,False,0,0,0
855,XAUUSD,45,7,11,4,0.17,1.0,True,True,0.32,0.55,0.55,1.0,2.0,0.9,35,60,0.6,0.5,3,False,0,0,0
856,XAUUSD,50,6,14,3,0.22,2.0,False,True,0.28,0.6,0.65,2.2,3.6,0.9,30,60,0.7,0.5,2,False,0,0,0
857,XAUUSD,60,6,14,3,0.18,2.5,False,True,0.3,0.6,0.6,1.8,2.0,1.0,50,45,0.7,0.5,3,False,0,0,0
858,XAUUSD,50,5,12,3,0.21,1.5,False,True,0.35,0.5,0.55,1.2,3.0,0.9,25,90,0.6,0.5,2,False,0,0,0
859,XAUUSD,55,6,16,3,0.2,2.0,False,True,0.3,0.5,0.55,1.5,3.0,0.8,35,90,0.5,0.5,2,False,0,0,0
860,XAUUSD,60,6,12,2,0.17,1.5,True,True,0.28,0.6,0.6,1.8,3.6,0.7,30,60,0.6,0.5,2,False,0,0,0
861,XAUUSD,50,7,11,4,0.21,1.5,False,True,0.28,0.5,0.55,2.0,3.6,0.9,25,45,0.7,0.5,3,False,0,0,0
862,XAUUSD,60,7,14,2,0.22,1.0,False,True,0.3,0.6,0.65,0.9,2.4,0.7,35,45,0.8,0.5,3,False,0,0,0
863,XAUUSD,50,5,14,4,0.19,1.5,False,True,0.32,0.5,0.55,2.0,3.6,0.8,35,60,0.8,0.5,3,False,0,0,0
864,XAUUSD,50,7,11,4,0.16,2.0,False,True,0.35,0.35,0.6,1.5,2.0,1.0,40,120,0.7,0.5,3,False,0,0,0
865,XAUUSD,60,7,11,4,0.16,2.0,False,True,0.3,0.35,0.6,1.5,3.6,0.9,50,120,0.6,0.5,3,False,0,0,0
866,XAUUSD,55,7,14,3,0.17,2.0,False,True,0.35,0.3,0.55,2.0,2.4,0.8,35,60,0.6,0.5,2,False,0,0,0
867,XAUUSD,55,7,12,3,0.18,1.0,False,True,0.35,0.6,0.65,0.9,2.084545023803375,0.8,30,90,0.8,0.5,2,False,0,0,0
868,XAUUSD,50,6,12,2,0.2,2.0,True,True,0.35,0.35,0.55,1.2,3.0,0.8,50,45,0.6,0.5,3,False,0,0,0
869,XAUUSD,60,7,16,3,0.19,2.0,False,True,0.35,0.6,0.65,1.2,2.4,0.7,30,90,0.6,0.5,3,False,0,0,0
870,XAUUSD,50,7,16,4,0.2,1.0,False,True,0.3,0.5,0.6,1.8,4.0,0.8,25,45,0.8,0.5,2,False,0,0,0
871,XAUUSD,55,6,12,3,0.18,2.5,False,True,0.3,0.55,0.7,1.2,3.3435029721187886,0.9,35,45,0.7,0.5,3,False,0,0,0
872,XAUUSD,55,5,12,2,0.18,1.0,False,True,0.32,0.5,0.65,2.0,3.6,0.9,50,60,0.6,0.5,3,False,0,0,0
873,XAUUSD,60,7,12,2,0.17,1.0,False,True,0.28,0.5,0.6,1.8,4.0,0.9,30,60,0.5,0.5,2,False,0,0,0
874,XAUUSD,60,7,16,3,0.19,2.5,False,True,0.32,0.5,0.55,2.2,2.4,0.6,25,120,0.8,0.5,2,False,0,0,0
875,XAUUSD,50,6,12,2,0.18,2.0,False,True,0.28,0.6,0.65,1.0,2.1494229287491655,0.7,35,90,0.6,0.5,2,False,0,0,0
876,XAUUSD,60,6,12,4,0.22,2.0,False,True,0.28,0.5,0.6,2.0,4.0,0.9,30,45,0.6,0.5,3,False,0,0,0
877,XAUUSD,45,7,16,4,0.18,2.0,False,True,0.32,0.55,0.65,1.2,3.1250073170755255,1.0,30,120,0.7,0.5,3,False,0,0,0
878,XAUUSD,50,5,16,2,0.2,1.0,False,True,0.35,0.5,0.6,1.8,3.6,0.8,50,120,0.6,0.5,3,False,0,0,0
879,XAUUSD,45,5,14,4,0.16,1.0,False,True,0.32,0.6,0.6,2.0,4.0,0.6,35,120,0.8,0.5,3,False,0,0,0
880,XAUUSD,50,7,12,3,0.21,2.5,False,True,0.35,0.6,0.55,1.8,3.6,0.8,40,120,0.8,0.5,2,False,0,0,0
