Case,Symbol,K_swing,N_bos,LookbackInternal,M_retest,EqTol,BOSBufferPoints,UseKillzones,UseRoundNumber,UseVSA,RNDelta,L_percentile,RiskPerTradePct,SL_BufferUSD,TP1_R,TP2_R,BE_Activate_R,PartialClosePct,TimeStopMinutes,MinProgressR,MaxSpreadUSD,MaxOpenPositions,UsePendingRetest,RetestOffsetUSD,PendingExpirySec,UseTrailing,TrailMode,TrailATRPeriod,TrailATRMult,TrailStepUSD,TrailStartRR,UsePyramid,MaxAdds,AddSpacingUSD,AddSizeFactor,CooldownSec,UseATRScaling,ATRScalingPeriod,SL_ATR_Mult,Retest_ATR_Mult,AddSpacing_ATR_Mult,TrailStep_ATR_Mult,MaxSpread_ATR_Mult,RNDelta_ATR_Mult
382,EURUSD,65,7,18,5,2.2*pip,1.8*pipPoints,true,true,false,2.8*pip,120,0.30,8*pip,1.50,3.40,0.80,30.0,360,0.70,2.6*pip,3,true,1.6*pip,1800,true,1,22,2.20,0.0,1.10,false,0,6.5*pip,0.55,0,true,18,0.70,0.32,1.30,0.00,0.28,0.30
383,EURUSD,65,7,18,5,2.2*pip,1.8*pipPoints,true,true,false,2.8*pip,120,0.22,8*pip,1.50,3.40,0.80,30.0,360,0.70,2.6*pip,3,true,1.6*pip,1800,true,1,22,1.80,0.0,1.10,true,1,6.5*pip,0.55,0,true,18,0.70,0.32,1.10,0.00,0.28,0.30
384,EURUSD,65,7,18,5,2.2*pip,1.8*pipPoints,true,true,false,2.8*pip,120,0.22,8*pip,1.50,3.40,0.80,30.0,360,0.70,2.6*pip,3,true,1.6*pip,1800,true,1,22,1.80,0.0,1.10,true,1,6.5*pip,0.55,0,true,18,0.70,0.32,1.30,0.00,0.28,0.30
385,EURUSD,65,7,18,5,2.2*pip,1.8*pipPoints,true,true,false,2.8*pip,120,0.22,8*pip,1.50,3.40,0.80,30.0,360,0.70,2.6*pip,3,true,1.6*pip,1800,true,1,22,2.20,0.0,1.10,true,1,6.5*pip,0.55,0,true,18,0.70,0.32,1.10,0.00,0.28,0.30
386,EURUSD,65,7,18,5,2.2*pip,1.8*pipPoints,true,true,false,2.8*pip,120,0.22,8*pip,1.50,3.40,0.80,30.0,360,0.70,2.6*pip,3,true,1.6*pip,1800,true,1,22,2.20,0.0,1.10,true,1,6.5*pip,0.55,0,true,18,0.70,0.32,1.30,0.00,0.28,0.30
387,EURUSD,65,7,18,5,2.2*pip,1.8*pipPoints,true,true,false,2.8*pip,120,0.26,8*pip,1.50,3.40,0.80,30.0,360,0.70,2.6*pip,3,true,1.6*pip,1800,true,1,22,1.80,0.0,1.10,true,1,6.5*pip,0.55,0,true,18,0.70,0.32,1.10,0.00,0.28,0.30
388,EURUSD,65,7,18,5,2.2*pip,1.8*pipPoints,true,true,false,2.8*pip,120,0.26,8*pip,1.50,3.40,0.80,30.0,360,0.70,2.6*pip,3,true,1.6*pip,1800,true,1,22,1.80,0.0,1.10,true,1,6.5*pip,0.55,0,true,18,0.70,0.32,1.30,0.00,0.28,0.30
389,EURUSD,65,7,18,5,2.2*pip,1.8*pipPoints,true,true,false,2.8*pip,120,0.26,8*pip,1.50,3.40,0.80,30.0,360,0.70,2.6*pip,3,true,1.6*pip,1800,true,1,22,2.20,0.0,1.10,true,1,6.5*pip,0.55,0,true,18,0.70,0.32,1.10,0.00,0.28,0.30
390,EURUSD,65,7,18,5,2.2*pip,1.8*pipPoints,true,true,false,2.8*pip,120,0.26,8*pip,1.50,3.40,0.80,30.0,360,0.70,2.6*pip,3,true,1.6*pip,1800,true,1,22,2.20,0.0,1.10,true,1,6.5*pip,0.55,0,true,18,0.70,0.32,1.30,0.00,0.28,0.30
391,EURUSD,65,7,18,5,2.2*pip,1.8*pipPoints,true,true,false,2.8*pip,120,0.30,8*pip,1.50,3.40,0.80,30.0,360,0.70,2.6*pip,3,true,1.6*pip,1800,true,1,22,1.80,0.0,1.10,true,1,6.5*pip,0.55,0,true,18,0.70,0.32,1.10,0.00,0.28,0.30
392,EURUSD,65,7,18,5,2.2*pip,1.8*pipPoints,true,true,false,2.8*pip,120,0.30,8*pip,1.50,3.40,0.80,30.0,360,0.70,2.6*pip,3,true,1.6*pip,1800,true,1,22,1.80,0.0,1.10,true,1,6.5*pip,0.55,0,true,18,0.70,0.32,1.30,0.00,0.28,0.30
393,EURUSD,65,7,18,5,2.2*pip,1.8*pipPoints,true,true,false,2.8*pip,120,0.30,8*pip,1.50,3.40,0.80,30.0,360,0.70,2.6*pip,3,true,1.6*pip,1800,true,1,22,2.20,0.0,1.10,true,1,6.5*pip,0.55,0,true,18,0.70,0.32,1.10,0.00,0.28,0.30
394,EURUSD,65,7,18,5,2.2*pip,1.8*pipPoints,true,true,false,2.8*pip,120,0.30,8*pip,1.50,3.40,0.80,30.0,360,0.70,2.6*pip,3,true,1.6*pip,1800,true,1,22,2.20,0.0,1.10,true,1,6.5*pip,0.55,0,true,18,0.70,0.32,1.30,0.00,0.28,0.30
395,EURUSD,65,7,18,5,2.2*pip,1.8*pipPoints,true,true,false,2.8*pip,120,0.22,8*pip,1.50,3.40,0.80,30.0,360,0.70,2.6*pip,3,true,1.6*pip,1800,true,1,22,1.80,0.0,1.10,true,2,6.5*pip,0.55,0,true,18,0.70,0.32,1.10,0.00,0.28,0.30
396,EURUSD,65,7,18,5,2.2*pip,1.8*pipPoints,true,true,false,2.8*pip,120,0.22,8*pip,1.50,3.40,0.80,30.0,360,0.70,2.6*pip,3,true,1.6*pip,1800,true,1,22,1.80,0.0,1.10,true,2,6.5*pip,0.55,0,true,18,0.70,0.32,1.30,0.00,0.28,0.30
397,EURUSD,65,7,18,5,2.2*pip,1.8*pipPoints,true,true,false,2.8*pip,120,0.22,8*pip,1.50,3.40,0.80,30.0,360,0.70,2.6*pip,3,true,1.6*pip,1800,true,1,22,2.20,0.0,1.10,true,2,6.5*pip,0.55,0,true,18,0.70,0.32,1.10,0.00,0.28,0.30
398,EURUSD,65,7,18,5,2.2*pip,1.8*pipPoints,true,true,false,2.8*pip,120,0.22,8*pip,1.50,3.40,0.80,30.0,360,0.70,2.6*pip,3,true,1.6*pip,1800,true,1,22,2.20,0.0,1.10,true,2,6.5*pip,0.55,0,true,18,0.70,0.32,1.30,0.00,0.28,0.30
399,EURUSD,65,7,18,5,2.2*pip,1.8*pipPoints,true,true,false,2.8*pip,120,0.26,8*pip,1.50,3.40,0.80,30.0,360,0.70,2.6*pip,3,true,1.6*pip,1800,true,1,22,1.80,0.0,1.10,true,2,6.5*pip,0.55,0,true,18,0.70,0.32,1.10,0.00,0.28,0.30
400,EURUSD,65,7,18,5,2.2*pip,1.8*pipPoints,true,true,false,2.8*pip,120,0.26,8*pip,1.50,3.40,0.80,30.0,360,0.70,2.6*pip,3,true,1.6*pip,1800,true,1,22,1.80,0.0,1.10,true,2,6.5*pip,0.55,0,true,18,0.70,0.32,1.30,0.00,0.28,0.30
