Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,InpTrendTimeframe,InpEntryTimeframe,InpFastEMA_Period,InpSlow1EMA_Period,InpSlow2EMA_Period,InpStopLossPoints,InpTakeProfit1_Points,InpTakeProfit2_Points,InpUseTrailingSL,InpTrailingStartPoints,InpTrailingStopPoints,InpMoneyManagement,InpRiskPercent,InpUseDailyFilter,InpDailyEmaPeriod,InpUseAdxFilter,InpUseDiCrossover,InpAdxPeriod,InpAdxThreshold,InpUseSessionFilter,InpTradingStartHour,InpTradingEndHour,InpBreakoutLookbackBars,InpBreakoutOffsetPoints,InpUseLossLimit
8334,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,10,29,50,300,200,650,true,250,150,0,0.4,false,190,true,true,30,25,true,8,19,9,30,true
8329,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,0,0.1,false,200,true,true,30,25,true,8,20,9,30,false
8310,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,650,true,250,150,0,0.2,false,210,true,true,30,25,true,8,20,9,30,true
8319,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,1,0.1,false,190,true,true,30,25,true,8,20,9,30,true
8307,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,0,0.4,false,190,true,true,30,25,true,8,19,9,30,true
8333,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,10,29,50,300,200,650,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,true
8286,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,28,50,300,200,650,true,250,150,0,0.1,false,190,true,true,30,25,true,8,20,9,30,true
8268,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,0,0.1,false,200,true,true,30,25,true,8,19,9,30,true
8246,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,0,0.4,false,180,true,true,30,25,true,8,19,9,30,true
8297,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,1,0.3,false,200,true,true,30,25,true,8,20,9,30,true
8257,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,9,29,50,300,200,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,20,9,30,true
8266,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,10,29,50,300,200,650,true,250,150,0,0.4,false,190,true,true,30,25,true,8,19,9,30,false
8250,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,1,0.3,false,200,true,true,30,25,true,8,19,9,30,true
8271,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,11,29,50,300,200,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,true
8273,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,650,true,250,150,0,0.1,false,200,true,true,30,25,true,8,20,9,30,true
8265,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,0,0.2,false,210,true,true,30,25,true,8,20,9,30,true
8287,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,650,true,250,150,0,0.1,false,210,true,true,30,25,true,8,20,9,30,false
8294,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,650,true,250,150,0,0.1,false,180,true,true,30,25,true,8,20,9,30,true
8239,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,650,true,250,150,1,0.1,false,190,true,true,30,25,true,8,19,9,30,true
8237,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,650,true,250,150,0,0.1,false,180,true,true,30,25,true,8,19,9,30,true
8189,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,0,0.1,false,180,true,true,30,25,true,8,20,9,30,true
8184,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,1,0.4,false,210,true,true,30,25,true,8,19,9,30,false
8207,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,1,0.4,false,180,true,true,30,25,true,8,19,9,30,true
8159,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,650,true,250,150,0,0.2,false,210,true,true,30,25,true,8,19,9,30,true
8161,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,650,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,false
8185,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,0,0.4,false,180,true,true,30,25,true,8,19,9,30,false
8188,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,650,true,250,150,0,0.4,false,180,true,true,30,25,true,8,19,9,30,true
8208,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,1,0.1,false,190,true,true,30,25,true,8,19,9,30,true
8163,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,650,true,250,150,1,0.3,false,190,true,true,30,25,true,8,19,9,30,true
8104,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,0,0.2,false,210,true,true,30,25,true,8,19,9,30,true
8120,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,1,0.4,false,210,true,true,30,25,true,8,19,9,30,true
8094,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,20,9,30,false
8084,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,650,true,250,150,0,0.1,false,200,true,true,30,25,true,8,19,9,30,true
8009,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,0,0.1,false,200,true,true,30,25,true,8,20,9,30,true
8014,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,650,true,250,150,0,0.4,false,190,true,true,30,25,true,8,19,9,30,false
8074,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,10,29,50,300,200,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,true
8033,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,650,true,250,150,0,0.1,false,200,true,true,30,25,true,8,20,9,30,false
7974,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,0,0.1,false,180,true,true,30,25,true,8,19,9,30,true
7951,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,650,true,250,150,0,0.1,false,190,true,true,30,25,true,8,20,9,30,false
7967,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,10,29,50,300,200,650,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,false
7895,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,650,true,250,150,0,0.4,false,190,true,true,30,25,true,8,19,9,30,true
7843,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,false
7804,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,10,29,50,300,200,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,false
7761,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,20,9,30,true
7722,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,650,true,250,150,0,0.1,false,190,true,true,30,25,true,8,20,9,30,true
7614,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,650,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,true
7557,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,650,true,250,150,0,0.4,false,190,true,true,30,25,true,8,20,9,30,true
7658,99.86,96.47,0.803917,2.181506,3.885219,10.892937,0,4.193,120,30,1,8,29,50,300,200,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,true
6277,92.95,70.67,1.121746,2.172362,2.148024,9.674238,0,6.3973,63,30,1,11,29,55,250,325,700,true,400,100,1,0.4,false,230,true,false,25,29,true,11,18,15,40,false
8813,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,11,29,50,275,200,500,true,250,150,1,0.2,false,210,true,true,30,25,true,8,19,9,30,true
8812,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,0,0.4,false,180,true,true,30,25,true,8,19,9,30,true
8808,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,11,29,50,275,200,500,true,250,150,1,0.2,false,190,true,true,30,25,true,8,19,9,30,true
8802,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,0,0.4,false,180,true,true,30,25,true,8,19,9,30,false
8782,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,10,29,50,275,200,500,true,250,150,1,0.2,false,210,true,true,30,25,true,8,20,9,30,true
8732,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,10,29,50,275,200,500,true,250,150,0,0.1,false,190,true,true,30,25,true,8,20,9,30,true
8783,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,1,0.3,false,180,true,true,30,25,true,8,20,9,30,true
8753,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,1,0.3,false,190,true,true,30,25,true,8,19,9,30,true
8788,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,10,29,50,275,200,500,true,250,150,1,0.3,false,190,true,true,30,25,true,8,19,9,30,true
8676,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,11,29,50,275,200,500,true,250,150,0,0.4,false,180,true,true,30,25,true,8,19,9,30,true
8656,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,10,29,50,275,200,500,true,250,150,0,0.4,false,180,true,true,30,25,true,8,19,9,30,true
8702,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,10,29,50,275,200,500,true,250,150,0,0.1,false,190,true,true,30,25,true,8,20,9,30,false
8653,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,1,0.3,false,180,true,true,30,25,true,8,19,9,30,true
8652,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,11,29,50,275,200,500,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,true
8726,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,1,0.2,false,210,true,true,30,25,true,8,20,9,30,false
8708,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,1,0.1,false,200,true,true,30,25,true,8,19,9,30,true
8699,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,1,0.2,false,210,true,true,30,25,true,8,19,9,30,false
8666,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,0,0.1,false,200,true,true,30,25,true,8,20,9,30,true
8615,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,1,0.2,false,190,true,true,30,25,true,8,19,9,30,true
8605,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,1,0.2,false,180,true,true,30,25,true,8,19,9,30,true
8578,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,11,29,50,275,200,500,true,250,150,0,0.4,false,190,true,true,30,25,true,8,19,9,30,true
8632,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,10,29,50,275,200,500,true,250,150,0,0.2,false,200,true,true,30,25,true,8,19,9,30,true
8590,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,10,29,50,275,200,500,true,250,150,1,0.3,false,200,true,true,30,25,true,8,19,9,30,true
8601,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,1,0.3,false,210,true,true,30,25,true,8,19,9,30,true
8518,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,1,0.1,false,190,true,true,30,25,true,8,19,9,30,true
8509,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,10,29,50,275,200,500,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,true
8483,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,true
8476,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,10,29,50,275,200,500,true,250,150,1,0.2,false,190,true,true,30,25,true,8,19,9,30,true
8469,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,1,0.2,false,200,true,true,30,25,true,8,20,9,30,true
8448,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,10,29,50,275,200,500,true,250,150,1,0.2,false,190,true,true,30,25,true,8,20,9,30,true
8449,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,0,0.1,false,190,true,true,30,25,true,8,20,9,30,true
8433,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,1,0.2,false,200,true,true,30,25,true,8,19,9,30,false
8385,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,1,0.2,false,210,true,true,30,25,true,8,20,9,30,true
8418,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,11,29,50,275,200,500,true,250,150,1,0.1,false,190,true,true,30,25,true,8,19,9,30,true
8366,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,11,29,50,275,200,500,true,250,150,1,0.2,false,200,true,true,30,25,true,8,19,9,30,true
8331,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,1,0.2,false,210,true,true,30,25,true,8,19,9,30,true
8290,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,8,29,50,275,200,500,true,250,150,1,0.2,false,200,true,true,30,25,true,8,19,9,30,true
8263,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,10,29,50,275,200,500,true,250,150,1,0.2,false,200,true,true,30,25,true,8,20,9,30,true
7143,99.86,97.75,0.814583,2.170939,4.141949,12.406984,0,3.927,120,30,1,10,29,50,275,200,500,true,250,150,1,0.2,false,200,true,true,30,25,true,8,19,9,30,true
8918,99.86,97.63,0.79374,2.169502,4.136864,11.96565,0,3.9136,123,30,1,8,30,50,275,200,500,true,250,150,1,0.2,false,200,true,true,30,25,true,8,19,8,30,true
8780,99.84,95.3,0.794167,2.167606,3.838099,10.750972,0,4.2013,120,30,1,8,27,50,300,200,650,true,250,150,0,0.1,false,180,true,true,30,25,true,8,20,8,30,true
8194,99.84,95.3,0.794167,2.167606,3.838099,10.750972,0,4.2013,120,30,1,8,27,50,300,200,700,true,250,150,0,0.2,false,210,true,true,30,25,true,8,19,8,30,false
8051,99.84,95.3,0.794167,2.167606,3.838099,10.750972,0,4.2013,120,30,1,8,27,50,300,200,700,true,250,150,1,0.3,false,200,true,true,30,25,true,8,19,8,30,false
8462,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,26,50,300,200,650,true,250,150,0,0.1,false,190,true,true,30,25,true,8,20,9,30,true
8410,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,26,50,300,200,650,true,250,150,0,0.4,false,190,true,true,30,25,true,8,20,9,30,true
8305,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,26,50,300,200,700,true,250,150,0,0.2,false,180,true,true,30,25,true,8,19,9,30,true
8304,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,9,27,50,300,200,700,true,250,150,0,0.2,false,210,true,true,30,25,true,8,20,8,30,false
8303,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,27,50,300,200,700,true,250,150,0,0.1,false,200,true,true,30,25,true,8,19,9,30,true
8289,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,9,27,50,300,200,650,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,8,30,false
8247,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,27,50,300,200,700,true,250,150,1,0.3,false,200,true,true,30,25,true,8,20,9,30,true
8284,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,9,27,50,300,200,700,true,250,150,0,0.4,false,190,true,true,30,25,true,8,19,9,30,false
8293,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,9,27,50,300,200,700,true,250,150,1,0.3,false,190,true,true,30,25,true,8,19,9,30,true
8291,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,9,27,50,300,200,650,true,250,150,0,0.4,false,190,true,true,30,25,true,8,19,9,30,true
8254,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,27,50,300,200,750,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,true
8244,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,9,27,50,300,200,700,true,250,150,1,0.3,false,180,true,true,30,25,true,8,20,9,30,true
8275,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,26,50,300,200,700,true,250,150,0,0.2,false,200,true,true,30,25,true,8,19,9,30,true
8269,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,27,50,300,200,700,true,250,150,1,0.3,false,200,true,true,30,25,true,8,20,9,30,false
8285,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,9,27,50,300,200,700,true,250,150,0,0.1,false,200,true,true,30,25,true,8,19,9,30,true
8277,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,27,50,300,200,700,true,250,150,0,0.2,false,180,true,true,30,25,true,8,19,9,30,true
8223,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,27,50,300,200,700,true,250,150,0,0.2,false,210,true,true,30,25,true,8,20,9,30,false
8170,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,9,27,50,300,200,650,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,true
8220,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,9,27,50,300,200,700,true,250,150,0,0.1,false,200,true,true,30,25,true,8,20,8,30,false
8168,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,27,50,300,200,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,20,9,30,true
8233,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,26,50,300,200,700,true,250,150,1,0.3,false,200,true,true,30,25,true,8,19,9,30,true
8160,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,27,50,300,200,700,true,250,150,0,0.2,false,210,true,true,30,25,true,8,19,9,30,false
8201,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,9,27,50,300,200,700,true,250,150,0,0.4,false,190,true,true,30,25,true,8,20,9,30,true
8182,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,27,50,300,200,650,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,true
8139,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,27,50,300,200,700,true,250,150,1,0.3,false,180,true,true,30,25,true,8,19,9,30,true
8129,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,9,27,50,300,200,700,true,250,150,0,0.3,false,210,true,true,30,25,true,8,20,9,30,true
8112,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,27,50,300,200,700,true,250,150,0,0.2,false,180,true,true,30,25,true,8,20,9,30,true
7987,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,26,50,300,200,700,true,250,150,0,0.1,false,200,true,true,30,25,true,8,19,9,30,true
7994,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,27,50,300,200,700,true,250,150,1,0.2,false,190,true,true,30,25,true,8,19,9,30,true
7964,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,27,50,300,200,700,true,250,150,0,0.2,false,210,true,true,30,25,true,8,20,9,30,true
7965,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,27,50,300,200,700,true,250,150,1,0.3,false,190,true,true,30,25,true,8,19,9,30,true
7812,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,9,27,50,300,200,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,true
7885,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,26,50,300,200,700,true,250,150,0,0.2,false,210,true,true,30,25,true,8,19,9,30,true
7827,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,9,27,50,300,200,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,20,9,30,false
7886,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,27,50,300,200,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,true
7757,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,27,50,300,200,700,true,250,150,1,0.3,false,200,true,true,30,25,true,8,19,9,30,true
7796,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,9,27,50,300,200,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,20,9,30,true
7766,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,9,27,50,300,200,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,8,30,false
7696,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,8,27,50,300,200,700,true,250,150,0,0.2,false,210,true,true,30,25,true,8,19,9,30,true
7677,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,9,27,50,300,200,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,false
7104,99.84,95.27,0.793917,2.16681,3.836891,10.766477,0,4.2015,120,30,1,9,27,50,300,200,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,20,8,30,false
8545,99.85,96.55,0.804583,2.156564,4.091102,12.265668,0,3.9348,120,30,1,8,26,50,275,200,500,true,250,150,1,0.2,false,200,true,true,30,25,true,8,19,9,30,true
9400,99.76,84.19,0.967701,2.155821,3.427932,10.729364,0,4.234,87,30,1,8,30,50,300,350,650,true,250,150,1,0.2,false,240,true,false,26,27,true,9,20,8,40,false
8113,99.84,114.85,0.911508,2.152881,4.363602,10.961189,0,4.6808,126,30,1,8,29,55,300,225,550,true,250,100,0,0.1,false,190,true,true,30,25,true,8,20,9,30,true
9284,99.75,83.75,0.962644,2.14978,3.410016,11.177226,0,4.2372,87,30,1,8,29,50,300,350,650,true,250,150,1,0.2,false,240,true,false,26,27,true,9,20,8,40,false
8296,99.84,114.38,0.907778,2.148509,4.345745,10.914093,0,4.6891,126,30,1,8,29,55,300,225,650,true,250,100,0,0.1,false,190,true,true,30,25,true,8,19,8,30,false
8226,99.84,114.35,0.90754,2.147862,4.344605,10.927522,0,4.6891,126,30,1,8,29,55,300,225,650,true,250,100,1,0.1,false,190,true,true,30,25,true,8,19,9,30,true
8132,99.84,114.35,0.90754,2.147862,4.344605,10.927522,0,4.6891,126,30,1,8,29,55,300,225,650,true,250,100,0,0.1,false,190,true,true,30,25,true,8,20,9,30,false
6380,93.78,66.53,1.108833,2.147465,2.167101,9.044325,0,5.9799,60,30,1,8,30,55,275,325,650,true,350,150,1,0.2,false,230,true,false,24,30,true,11,18,15,40,false
8205,99.84,114.06,0.905238,2.145296,4.333587,10.877401,0,4.6891,126,30,1,8,29,55,300,225,800,true,250,100,1,0.4,false,180,true,true,30,25,true,8,19,8,30,true
8102,99.84,114.06,0.905238,2.145296,4.333587,10.877401,0,4.6891,126,30,1,8,29,55,300,225,800,true,250,100,1,0.1,false,190,true,true,30,25,true,8,19,8,30,true
8124,99.84,114.06,0.905238,2.145296,4.333587,10.877401,0,4.6891,126,30,1,8,29,55,300,225,750,true,250,100,1,0.4,false,180,true,true,30,25,true,8,19,8,30,true
8115,99.84,114.06,0.905238,2.145296,4.333587,10.877401,0,4.6891,126,30,1,8,29,55,300,225,800,true,250,100,1,0.1,false,200,true,true,30,25,true,8,19,8,30,false
8119,99.84,114.06,0.905238,2.145296,4.333587,10.877401,0,4.6891,126,30,1,8,29,55,300,225,800,true,250,100,0,0.1,false,180,true,true,30,25,true,8,19,8,30,true
8811,99.84,95.58,0.777073,2.144945,4.05,12.151445,0,3.927,123,30,1,10,29,50,275,200,500,true,250,150,0,0.4,false,180,true,true,30,25,true,8,20,8,30,true
8792,99.84,95.58,0.777073,2.144945,4.05,12.151445,0,3.927,123,30,1,10,29,50,275,200,500,true,250,150,1,0.3,false,200,true,true,30,25,true,8,19,8,30,true
8800,99.84,95.58,0.777073,2.144945,4.05,12.151445,0,3.927,123,30,1,10,29,50,275,200,500,true,250,150,1,0.2,false,200,true,true,30,25,true,8,19,8,30,false
