Case,Symbol,K_swing,N_bos,LookbackInternal,M_retest,EqTol,BOSBufferPoints,UseKillzones,UseRoundNumber,UseVSA,RNDelta,L_percentile,RiskPerTradePct,SL_BufferUSD,TP1_R,TP2_R,BE_Activate_R,PartialClosePct,TimeStopMinutes,MinProgressR,MaxSpreadUSD,MaxOpenPositions,UsePendingRetest,RetestOffsetUSD,PendingExpirySec,UseTrailing,TrailMode,TrailATRPeriod,TrailATRMult,TrailStepUSD,TrailStartRR,UsePyramid,MaxAdds,AddSpacingUSD,AddSizeFactor,CooldownSec,UseATRScaling,ATRScalingPeriod,SL_ATR_Mult,Retest_ATR_Mult,AddSpacing_ATR_Mult,TrailStep_ATR_Mult,MaxSpread_ATR_Mult,RNDelta_ATR_Mult
1341,EURUSD,60,6,14,3,0.00014,0.5,TRUE,FALSE,FALSE,0.00028,120,0.8,0.0077,2.2,4,1,25,180,1,0.0005,2,TRUE,0.00035714,3600,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1342,EURUSD,70,7,16,4,0.00014,0.5,TRUE,FALSE,FALSE,0.00028,120,0.8,0.0077,2.2,4,1,25,180,1,0.0005,2,TRUE,0.00035714,3600,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1359,GBPUSD,45,5,10,2,0.00016,0.5,TRUE,TRUE,FALSE,0.00064,120,0.3,0.0088,1,2.4,0.6,45,60,0.6,0.0008,3,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1384,GBPUSD,55,6,12,3,0.00016,0.5,TRUE,TRUE,FALSE,0.00064,120,0.45,0.0088,1.3,2.8,0.7,40,90,0.7,0.0008,3,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1385,GBPUSD,65,7,14,4,0.00016,0.5,TRUE,TRUE,FALSE,0.00064,120,0.45,0.0088,1.3,2.8,0.7,40,90,0.7,0.0008,3,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1407,GBPUSD,45,5,10,2,0.00016,0.5,TRUE,TRUE,FALSE,0.00064,120,0.6,0.0088,1.6,3.2,0.8,35,120,0.8,0.0008,2,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1431,GBPUSD,45,5,10,2,0.00016,0.5,TRUE,TRUE,FALSE,0.00064,120,0.75,0.0088,2,3.8,0.9,30,150,0.9,0.0008,2,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1479,GBPUSD,45,5,10,2,0.00016,0.5,TRUE,TRUE,FALSE,0.00064,120,0.3,0.0088,1,2.4,0.6,45,60,0.6,0.0008,3,TRUE,0.00034286,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1503,GBPUSD,45,5,10,2,0.00016,0.5,TRUE,TRUE,FALSE,0.00064,120,0.45,0.0088,1.3,2.8,0.7,40,90,0.7,0.0008,3,TRUE,0.00034286,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1599,GBPUSD,45,5,10,2,0.00016,0.5,TRUE,TRUE,FALSE,0.00064,120,0.3,0.0088,1,2.4,0.6,45,60,0.6,0.0008,3,TRUE,0.00042857,3600,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1623,GBPUSD,45,5,10,2,0.00016,0.5,TRUE,TRUE,FALSE,0.00064,120,0.45,0.0088,1.3,2.8,0.7,40,90,0.7,0.0008,3,TRUE,0.00042857,3600,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1759,USDJPY,65,7,14,3,0.014,0.5,TRUE,TRUE,FALSE,0.028,140,0.45,0.055,1.4,3,0.8,35,120,0.8,0.05,3,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1783,USDJPY,65,7,14,3,0.014,0.5,TRUE,TRUE,FALSE,0.028,140,0.6,0.055,1.8,3.5,0.9,30,150,0.9,0.05,2,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1807,USDJPY,65,7,14,3,0.014,0.5,TRUE,TRUE,FALSE,0.028,140,0.8,0.055,2.2,4.2,1,25,180,1,0.05,2,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1879,USDJPY,65,7,14,3,0.014,0.5,TRUE,TRUE,FALSE,0.028,140,0.45,0.055,1.4,3,0.8,35,120,0.8,0.05,3,TRUE,0.00571429,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1912,USDJPY,35,4,8,2,0.014,0.5,FALSE,FALSE,FALSE,0.028,120,0.6,0.055,1.8,3.5,0.9,30,150,0.9,0.05,2,TRUE,0.00571429,2400,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1999,USDJPY,65,7,14,3,0.014,0.5,TRUE,TRUE,FALSE,0.028,140,0.45,0.055,1.4,3,0.8,35,120,0.8,0.05,3,TRUE,0.00714286,3600,FALSE,0,0,0,0,0,FALSE,0,0,0,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
230,XAUUSD,40,4,10,2,5.00*pip,1.00*pipPoints,TRUE,FALSE,FALSE,3.0*pip,110,0.3,8.0*pip,1.5,3,1.2,40,15,0.5,0,3,FALSE,3.0*pip,60,FALSE,0,14,0,0,0,FALSE,0,0,0.6,45,true,14,0.6,0.25,0.8,0.5,0.15,0.4
518,XAUUSD,60,6,12,2,1.00*pip,2.50*pipPoints,TRUE,TRUE,FALSE,2.5*pip,220,1,16.0*pip,1.2,2,0.8,40,10,1,0,2,FALSE,2.0*pip,90,TRUE,1,18,1.2,0,0.8,TRUE,1,0.3,0.7,15,true,14,0.6,0.25,0.8,0.5,0.15,0.4
590,XAUUSD,40,5,15,2,5.00*pip,2.50*pipPoints,TRUE,TRUE,FALSE,2.5*pip,220,0.7,10.0*pip,3,6,1.2,40,0,0.5,0,1,FALSE,3.0*pip,90,TRUE,1,18,1.6,0,0.8,TRUE,2,0.8,0.7,15,true,14,0.6,0.25,0.8,0.5,0.15,0.4
608,XAUUSD,100,3,10,3,1.50*pip,3.00*pipPoints,FALSE,TRUE,TRUE,4.0*pip,220,0.5,16.0*pip,1.5,3,1.2,40,5,0.5,0,2,TRUE,1.5*pip,30,TRUE,1,21,1.4,0,1.2,FALSE,0,0,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
758,XAUUSD,70,6,10,3,5.00*pip,1.00*pipPoints,FALSE,TRUE,FALSE,3.5*pip,130,0.7,12.0*pip,1,2,0.8,30,5,0.5,0,3,FALSE,4.0*pip,45,TRUE,2,14,0,0.35,1,FALSE,0,0,0.6,45,true,14,0.6,0.25,0.8,0.5,0.15,0.4
836,XAUUSD,50,8,8,1,3.00*pip,2.50*pipPoints,TRUE,TRUE,FALSE,3.5*pip,120,0.5,16.0*pip,1.2,2,1.2,50,5,0.8,0,2,FALSE,2.5*pip,90,FALSE,0,14,0,0,0,FALSE,0,0,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
902,XAUUSD,100,3,15,1,1.50*pip,3.00*pipPoints,TRUE,FALSE,FALSE,5.0*pip,150,0.7,20.0*pip,3,6,1.2,30,0,1,0,3,TRUE,3.0*pip,60,TRUE,1,18,2,0,0.8,FALSE,0,0,0.6,0,true,14,0.6,0.25,0.8,0.5,0.15,0.4
992,XAUUSD,50,7,18,4,1.50*pip,1.50*pipPoints,FALSE,TRUE,FALSE,4.0*pip,200,0.3,16.0*pip,2,4,1,30,5,0.8,0,3,TRUE,1.5*pip,30,TRUE,1,14,1.4,0,1.2,FALSE,0,0,0.6,15,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1016,XAUUSD,70,7,8,5,1.00*pip,1.00*pipPoints,TRUE,TRUE,FALSE,3.5*pip,220,0.3,12.0*pip,2,4,0.8,40,15,0.5,0,2,TRUE,1.5*pip,45,TRUE,1,14,1.6,0,1.2,TRUE,1,0.6,0.5,15,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1166,XAUUSD,70,4,18,4,1.50*pip,2.00*pipPoints,FALSE,TRUE,TRUE,4.0*pip,200,0.5,8.0*pip,1.5,3,1.2,30,10,0.8,0,2,FALSE,2.5*pip,60,TRUE,1,21,2,0,1,TRUE,1,0.8,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1190,XAUUSD,40,8,12,3,1.50*pip,2.50*pipPoints,FALSE,TRUE,FALSE,5.0*pip,220,0.5,8.0*pip,2.5,5,0.8,40,5,0.8,0,3,TRUE,2.5*pip,30,TRUE,2,14,0,0.3,1,TRUE,1,0.4,0.5,15,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1256,XAUUSD,100,7,18,1,1.00*pip,3.00*pipPoints,FALSE,TRUE,TRUE,3.0*pip,130,1.2,20.0*pip,1,2,0.8,30,0,0.8,0,1,TRUE,4.0*pip,90,TRUE,1,21,1.4,0,0.8,TRUE,1,0.4,0.7,45,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1412,XAUUSD,100,3,20,5,2.00*pip,2.50*pipPoints,TRUE,TRUE,TRUE,3.5*pip,120,0.3,16.0*pip,2.5,5,1.2,50,15,0.5,0,3,TRUE,3.0*pip,45,TRUE,1,21,1.4,0,1.2,FALSE,0,0,0.6,45,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1790,XAUUSD,80,8,10,5,1.00*pip,3.00*pipPoints,TRUE,FALSE,FALSE,3.5*pip,150,0.7,20.0*pip,2.5,5,0.8,40,15,0.5,0,1,TRUE,2.0*pip,90,TRUE,2,14,0,0.25,1,TRUE,2,0.6,0.6,60,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1874,XAUUSD,40,5,10,1,5.00*pip,1.50*pipPoints,TRUE,TRUE,FALSE,2.5*pip,220,1,12.0*pip,1.2,2,0.8,40,15,0.8,0,3,FALSE,2.0*pip,30,TRUE,1,18,1.6,0,1,TRUE,2,1,0.7,60,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1886,XAUUSD,35,5,8,1,2.00*pip,1.50*pipPoints,TRUE,TRUE,TRUE,5.0*pip,110,0.7,16.0*pip,3,6,0.8,40,0,1,0,1,TRUE,3.0*pip,60,TRUE,2,14,0,0.5,0.8,TRUE,1,0.4,0.6,45,true,14,0.6,0.25,0.8,0.5,0.15,0.4
1916,XAUUSD,60,8,12,4,3.00*pip,1.00*pipPoints,FALSE,FALSE,TRUE,5.0*pip,110,0.2,16.0*pip,3,6,1,30,10,0.5,0,2,FALSE,3.0*pip,30,TRUE,1,18,1.6,0,1,TRUE,2,0.6,0.7,45,true,14,0.6,0.25,0.8,0.5,0.15,0.4
2078,XAUUSD,50,6,20,1,5.00*pip,1.00*pipPoints,TRUE,TRUE,TRUE,5.0*pip,170,0.7,12.0*pip,2,4,0.8,30,5,1,0,2,FALSE,3.0*pip,30,TRUE,1,18,1.4,0,1.2,TRUE,2,0.4,0.5,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
2144,XAUUSD,80,6,20,4,2.00*pip,2.00*pipPoints,TRUE,FALSE,TRUE,5.0*pip,220,0.7,20.0*pip,1,2,1.2,30,5,0.5,0,2,TRUE,4.0*pip,60,FALSE,0,14,0,0,0,TRUE,1,0.4,0.6,45,true,14,0.6,0.25,0.8,0.5,0.15,0.4
20043,XAUUSD,50,3,12,5,1.9*pip,89000.0*pipPoints,FALSE,FALSE,FALSE,4.2*pip,150,0.25,19.6*pip,1.2,2,1.2,30,15,0.8,0,2,FALSE,3.9*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
20067,XAUUSD,50,5,12,3,1.6*pip,118000.0*pipPoints,FALSE,TRUE,FALSE,3.8*pip,150,0.75,5.4*pip,1.4,2,0.8,40,0,0.8,0,3,FALSE,0.8*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
20241,XAUUSD,55,5,12,4,1.2*pip,81000.0*pipPoints,FALSE,TRUE,FALSE,3.7*pip,150,0.75,101.4*pip,2,3.8,1,30,15,0.8,0,3,FALSE,0.5*pip,60,TRUE,1,14,1.4,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
20277,XAUUSD,50,6,12,4,1.3*pip,89000.0*pipPoints,FALSE,TRUE,FALSE,2.8*pip,150,0.25,6.5*pip,2.2,4.2,1.2,50,15,0.8,0,2,FALSE,0.6*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
20319,XAUUSD,50,6,12,3,1.8*pip,200000.0*pipPoints,FALSE,TRUE,FALSE,4.0*pip,150,0.7,15.0*pip,1.3,2.8,1,40,15,0.8,0,2,FALSE,0.5*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
20349,XAUUSD,45,3,12,3,1.1*pip,197000.0*pipPoints,FALSE,TRUE,FALSE,2.6*pip,150,0.35,95.6*pip,9.9,2,0.8,50,15,0.8,0,2,FALSE,0.9*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
20397,XAUUSD,45,3,12,3,2.0*pip,50000.0*pipPoints,FALSE,TRUE,FALSE,2.3*pip,150,0.3,7.3*pip,1.5,3,1,50,10,0.8,0,1,FALSE,0.7*pip,60,TRUE,1,14,1.4,0,1,TRUE,1,4.0*pip,0.7,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
20499,XAUUSD,50,6,12,2,1.6*pip,166000.0*pipPoints,FALSE,TRUE,FALSE,2.4*pip,150,0.8,7.5*pip,1.2,2,1.2,50,10,0.8,0,2,FALSE,3.0*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
20523,XAUUSD,50,7,12,3,1.6*pip,196000.0*pipPoints,FALSE,TRUE,FALSE,3.7*pip,150,0.35,6.4*pip,1.2,2.5,0.8,30,10,0.8,0,2,FALSE,0.7*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
20577,XAUUSD,45,7,12,4,4.0*pip,198000.0*pipPoints,TRUE,TRUE,FALSE,3.0*pip,150,0.4,8.7*pip,1.5,2,0.8,30,5,0.8,0,3,FALSE,4.2*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
20655,XAUUSD,70,6,12,3,1.1*pip,48000.0*pipPoints,FALSE,TRUE,FALSE,3.0*pip,150,0.45,5.8*pip,2.2,4.2,0.8,30,15,0.8,0,2,FALSE,0.6*pip,60,FALSE,0,14,0,0,1,TRUE,1,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
20793,XAUUSD,45,6,12,3,1.5*pip,61000.0*pipPoints,FALSE,TRUE,FALSE,2.6*pip,150,0.25,5.1*pip,1.6,3.2,1,40,0,0.8,0,3,FALSE,0.4*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
20823,XAUUSD,60,6,12,3,1.9*pip,93000.0*pipPoints,FALSE,TRUE,FALSE,3.0*pip,150,0.75,15.0*pip,1.3,2.8,1.2,30,10,0.8,0,1,FALSE,0.8*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
21087,XAUUSD,50,9,12,2,2.4*pip,112000.0*pipPoints,FALSE,TRUE,FALSE,2.5*pip,150,0.5,19.4*pip,1,2,0.8,40,5,0.8,0,3,FALSE,0.8*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
21129,XAUUSD,45,7,12,3,1.5*pip,116000.0*pipPoints,FALSE,TRUE,FALSE,3.0*pip,150,0.35,4.5*pip,2,4,0.8,30,0,0.8,0,3,FALSE,0.6*pip,60,FALSE,0,14,0,0,1,TRUE,2,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
21153,XAUUSD,45,3,12,2,1.5*pip,104000.0*pipPoints,FALSE,TRUE,FALSE,3.4*pip,150,0.75,4.7*pip,1.4,2,0.8,50,15,0.8,0,2,FALSE,0.3*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
21309,XAUUSD,50,5,12,2,2.2*pip,92000.0*pipPoints,FALSE,TRUE,FALSE,2.9*pip,150,0.7,6.8*pip,1.3,2.8,1.2,50,10,0.8,0,3,FALSE,0.5*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
21327,XAUUSD,45,8,12,5,2.3*pip,84000.0*pipPoints,TRUE,TRUE,FALSE,2.9*pip,150,0.4,4.6*pip,1.3,2.8,1,50,0,0.8,0,1,FALSE,0.6*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
21399,XAUUSD,65,5,12,4,2.4*pip,45000.0*pipPoints,FALSE,TRUE,FALSE,3.5*pip,150,0.2,3.9*pip,1,2.4,1,50,0,0.8,0,1,FALSE,0.4*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
21549,XAUUSD,45,3,12,4,1.9*pip,102000.0*pipPoints,FALSE,FALSE,FALSE,4.5*pip,150,0.25,78.6*pip,1.4,3,1.2,50,10,0.8,0,1,FALSE,3.8*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
21633,XAUUSD,50,6,12,2,2.3*pip,174000.0*pipPoints,FALSE,TRUE,FALSE,3.0*pip,150,0.45,102.3*pip,1.4,3,1,30,15,0.8,0,2,FALSE,0.8*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
21741,XAUUSD,50,7,12,3,1.9*pip,105000.0*pipPoints,TRUE,TRUE,FALSE,3.6*pip,150,1,13.3*pip,1.5,3,1.2,50,5,0.8,0,2,FALSE,3.0*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
21753,XAUUSD,50,6,12,3,1.3*pip,110000.0*pipPoints,FALSE,TRUE,FALSE,3.1*pip,150,0.2,6.4*pip,2,4,0.8,50,5,0.8,0,3,FALSE,1.9*pip,60,FALSE,0,14,0,0,1,TRUE,1,4.0*pip,0.5,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
21807,XAUUSD,70,5,12,3,1.7*pip,216000.0*pipPoints,FALSE,TRUE,FALSE,3.0*pip,150,0.4,6.5*pip,1,2.4,1,40,15,0.8,0,1,FALSE,0.8*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
21867,XAUUSD,45,6,12,4,1.3*pip,235000.0*pipPoints,FALSE,TRUE,FALSE,2.3*pip,150,0.7,6.8*pip,1.2,2.5,0.8,40,15,0.8,0,3,FALSE,0.6*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
21933,XAUUSD,65,6,12,2,1.6*pip,41000.0*pipPoints,FALSE,TRUE,FALSE,6.6*pip,150,0.8,5.8*pip,1,2.4,0.8,30,0,0.8,0,2,FALSE,0.4*pip,60,FALSE,0,14,0,0,1,TRUE,2,4.0*pip,0.5,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
22161,XAUUSD,60,3,12,3,1.2*pip,202000.0*pipPoints,FALSE,FALSE,FALSE,3.4*pip,150,0.3,5.0*pip,1.2,2.5,1,50,15,0.8,0,1,FALSE,0.4*pip,60,TRUE,1,14,1.4,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
22251,XAUUSD,50,6,12,4,1.6*pip,55000.0*pipPoints,TRUE,TRUE,FALSE,2.6*pip,150,0.5,4.5*pip,1,2.4,1.2,40,10,0.8,0,1,FALSE,4.9*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
22347,XAUUSD,50,6,12,2,2.2*pip,143000.0*pipPoints,TRUE,TRUE,FALSE,2.7*pip,150,1,4.5*pip,1,2.4,0.8,50,5,0.8,0,3,FALSE,0.4*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
22407,XAUUSD,50,6,12,5,1.7*pip,77000.0*pipPoints,FALSE,TRUE,FALSE,6.8*pip,150,0.4,14.8*pip,1.2,2,1,30,15,0.8,0,2,FALSE,0.7*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
22431,XAUUSD,50,7,12,3,1.9*pip,113000.0*pipPoints,TRUE,FALSE,FALSE,2.4*pip,150,1,5.1*pip,1,2,1,50,0,0.8,0,1,FALSE,4.8*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
22599,XAUUSD,60,6,12,3,1.7*pip,78000.0*pipPoints,FALSE,TRUE,FALSE,3.4*pip,150,0.6,9.6*pip,2.2,4.2,0.8,40,15,0.8,0,3,FALSE,0.9*pip,60,FALSE,0,14,0,0,1,TRUE,1,4.0*pip,0.5,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
22611,XAUUSD,55,6,12,4,1.5*pip,181000.0*pipPoints,FALSE,TRUE,FALSE,2.6*pip,150,0.8,82.5*pip,9.9,2,1,40,10,0.8,0,3,FALSE,4.5*pip,60,TRUE,1,14,1.4,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
22731,XAUUSD,55,6,12,3,1.1*pip,241000.0*pipPoints,FALSE,TRUE,FALSE,6.7*pip,150,1,6.2*pip,2,3.8,0.8,40,0,0.8,0,2,FALSE,0.8*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
22803,XAUUSD,55,4,12,3,1.9*pip,175000.0*pipPoints,FALSE,TRUE,FALSE,3.3*pip,150,0.4,76.5*pip,1.2,2.4,1.2,30,0,0.8,0,3,FALSE,0.8*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
22905,XAUUSD,50,5,12,3,1.4*pip,110000.0*pipPoints,FALSE,TRUE,FALSE,3.6*pip,150,0.2,8.6*pip,1.4,3,1.2,30,15,0.8,0,1,FALSE,0.6*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
22977,XAUUSD,50,5,12,2,1.8*pip,82000.0*pipPoints,FALSE,TRUE,FALSE,2.8*pip,150,0.3,5.0*pip,1.2,2.4,1.2,30,15,0.8,0,1,FALSE,0.7*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
23115,XAUUSD,50,7,12,2,2.0*pip,225000.0*pipPoints,FALSE,FALSE,FALSE,4.3*pip,150,0.7,8.1*pip,2,3.8,1.2,40,15,0.8,0,3,FALSE,0.9*pip,60,FALSE,0,14,0,0,1,TRUE,1,4.0*pip,0.5,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
23139,XAUUSD,60,3,12,5,1.7*pip,208000.0*pipPoints,FALSE,TRUE,FALSE,6.4*pip,150,0.6,6.3*pip,1.3,2.8,1.2,40,0,0.8,0,3,FALSE,0.3*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
23397,XAUUSD,80,4,12,4,2.2*pip,39000.0*pipPoints,FALSE,TRUE,FALSE,3.2*pip,150,0.7,4.5*pip,1.2,2,1.2,40,0,0.8,0,2,FALSE,0.6*pip,60,TRUE,2,14,0,0.5,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
23433,XAUUSD,70,5,12,3,2.3*pip,231000.0*pipPoints,FALSE,TRUE,FALSE,5.7*pip,150,0.45,4.0*pip,2.2,4.2,1.2,40,10,0.8,0,1,FALSE,0.7*pip,60,FALSE,0,14,0,0,1,TRUE,1,4.0*pip,0.5,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
23493,XAUUSD,50,6,12,5,1.7*pip,193000.0*pipPoints,TRUE,TRUE,FALSE,3.1*pip,150,1,4.8*pip,1.2,2.5,1,40,10,0.8,0,3,FALSE,0.7*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
23505,XAUUSD,60,5,12,3,1.1*pip,102000.0*pipPoints,FALSE,TRUE,FALSE,3.6*pip,150,0.7,5.8*pip,1.2,2.4,1.2,30,5,0.8,0,2,FALSE,0.4*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
23535,XAUUSD,45,6,12,3,1.2*pip,162000.0*pipPoints,TRUE,TRUE,FALSE,2.7*pip,150,0.4,5.1*pip,1,2.4,1,50,0,0.8,0,2,FALSE,0.6*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
23577,XAUUSD,55,7,12,2,2.2*pip,89000.0*pipPoints,FALSE,TRUE,FALSE,2.9*pip,150,0.3,86.3*pip,1,2,1.2,30,15,0.8,0,2,FALSE,3.1*pip,60,FALSE,0,14,0,0,1,TRUE,2,4.0*pip,0.5,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
23721,XAUUSD,45,6,12,5,1.6*pip,95000.0*pipPoints,TRUE,TRUE,FALSE,3.0*pip,150,0.45,5.5*pip,1,2,1.2,50,5,0.8,0,3,FALSE,4.3*pip,60,FALSE,0,14,0,0,1,FALSE,0,4.0*pip,0.6,30,true,14,0.6,0.25,0.8,0.5,0.15,0.4
